Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 10,Coverage (%) 11,Coverage (%) 12,Coverage (%) 1,Coverage (%) 2,Coverage (%) 3,Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Area 10_hf,Area 11_im,Area 12_if,Area 1_hm,Area 2_hf,Area 3_im,Area 4_if,Area 5_hm,Area 6_hf,Area 7_im,Area 8_if,Area 9_hm,#Peptides,#Unique,#Spec 10,#Spec 11,#Spec 12,#Spec 1,#Spec 2,#Spec 3,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,PTM,Avg. Mass,Description
1646,50217,A0A2P2IG98|A0A2P2IG98_9CRUS,72.35,18,18,0,18,0,0,18,0,0,0,12,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,14537,Cold shock Y-box protein (Fragment) OS=Hirondellea gigas OX=1518452 PE=2 SV=1
1646,5445,A0A0N7ZCT1|A0A0N7ZCT1_SCYOL,72.35,7,7,0,7,0,0,7,0,0,0,5,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,35750,CSD domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1646,5446,A0A0P4WFD5|A0A0P4WFD5_SCYOL,72.35,7,7,0,7,0,0,7,0,0,0,5,0,0,7.65E+02,,1.99E+03,,,4.70E+03,,,,2.11E+03,,,2,2,2,0,3,0,0,3,0,0,0,6,0,0,,37136,CSD domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1557,3806,A0A5B7DNK0|A0A5B7DNK0_PORTR,72.31,3,3,0,0,0,0,3,0,2,0,3,3,2,1.06E+03,,,,,4.25E+03,,3.27E+02,,2.25E+03,2.96E+03,4.35E+02,2,2,3,0,0,0,0,4,0,1,0,3,5,1,,71089,Chorion peroxidase OS=Portunus trituberculatus OX=210409 GN=Pxt_2 PE=4 SV=1
1557,3660,A0A2S0UT15|A0A2S0UT15_PORTR,72.31,3,3,0,0,0,0,3,0,2,0,3,3,2,1.06E+03,,,,,4.25E+03,,3.27E+02,,2.25E+03,2.96E+03,4.35E+02,2,2,3,0,0,0,0,4,0,1,0,3,5,1,,85909,Peroxinectin OS=Portunus trituberculatus OX=210409 PE=2 SV=1
1557,16789,Q6J1F3|Q6J1F3_9EUCA,72.31,15,15,0,0,0,0,15,0,10,0,15,15,10,1.06E+03,,,,,4.25E+03,,3.27E+02,,2.25E+03,2.96E+03,4.35E+02,2,2,3,0,0,0,0,4,0,1,0,3,5,1,,15585,Peroxinectin (Fragment) OS=Thalamita crenata OX=278212 PE=2 SV=1
1557,47659,Q6J1F5|Q6J1F5_9EUCA,72.31,14,14,0,0,0,0,14,0,10,0,14,14,10,1.06E+03,,,,,4.25E+03,,3.27E+02,,2.25E+03,2.96E+03,4.35E+02,2,2,3,0,0,0,0,4,0,1,0,3,5,1,,16579,Peroxinectin (Fragment) OS=Caridina pseudodenticulata OX=278210 PE=2 SV=1
1212,35760,A0A3R7MBV4|A0A3R7MBV4_PENVA,72.28,44,21,21,44,21,21,21,21,21,21,21,21,21,5.06E+02,1.39E+03,2.33E+03,3.85E+03,1.67E+03,8.66E+02,1.24E+03,4.14E+02,5.80E+02,3.26E+03,5.07E+02,2.10E+03,2,2,3,3,3,5,3,6,1,1,1,1,3,3,,10665,Small nuclear ribonucleoprotein Sm D1 OS=Penaeus vannamei OX=6689 GN=C7M84_009129 PE=3 SV=1
1212,7617,A0A5B7DQN7|A0A5B7DQN7_PORTR,72.28,25,12,12,25,12,12,12,12,12,12,12,12,12,5.06E+02,1.39E+03,2.33E+03,3.85E+03,1.67E+03,8.66E+02,1.24E+03,4.14E+02,5.80E+02,3.26E+03,5.07E+02,2.10E+03,2,2,3,3,3,5,3,6,1,1,1,1,3,3,,17922,Small nuclear ribonucleoprotein Sm D1 OS=Portunus trituberculatus OX=210409 GN=SmD1 PE=3 SV=1
2005,31394,A0A411DX05|A0A411DX05_9MAXI,72,6,0,4,0,0,0,0,6,0,0,0,0,0,,5.09E+02,,,,,1.50E+03,,,,,,2,2,0,3,0,0,0,0,3,0,0,0,0,0,,44588,Issp-31 (Fragment) OS=Parasacculina yatsui OX=2836420 PE=2 SV=1
1667,2564,A0A0P4X083|A0A0P4X083_SCYOL,71.96,21,0,21,21,0,12,0,9,0,12,21,0,0,,1.63E+03,2.17E+03,,6.53E+02,,3.15E+02,,1.23E+03,1.93E+03,,,2,2,0,3,3,0,1,0,1,0,1,4,0,0,Acetylation (Protein N-term),15711,U6 snRNA-associated Sm-like protein LSm1 OS=Scylla olivacea OX=85551 GN=LSM1 PE=3 SV=1
1976,4570,A0A5B7F3R6|A0A5B7F3R6_PORTR,71.92,8,0,0,8,0,0,0,8,0,8,8,0,0,,,4.52E+02,,,,4.70E+02,,6.63E+02,1.05E+03,,,2,2,0,0,2,0,0,0,2,0,1,2,0,0,Carbamidomethylation,29569,3'(2') 5'-bisphosphate nucleotidase 1 OS=Portunus trituberculatus OX=210409 GN=BPNT1 PE=3 SV=1
2086,15987,D0V3Y7|D0V3Y7_ERISI,71.86,10,0,10,0,0,0,0,0,0,0,10,0,0,,1.02E+03,,,,,,,,2.83E+03,,,2,2,0,2,0,0,0,0,0,0,0,3,0,0,,13244,Anti-lipopolysaccharide factor 2 OS=Eriocheir sinensis OX=95602 GN=ALF-2 PE=2 SV=1
1814,3052,A0A0P4WBZ9|A0A0P4WBZ9_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,73037,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3053,A0A0P4WDT3|A0A0P4WDT3_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,73957,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3054,A0A0P4W9H8|A0A0P4W9H8_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,74677,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3055,A0A0P4WQJ3|A0A0P4WQJ3_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,74986,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3255,A0A0N7ZC95|A0A0N7ZC95_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,75478,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3256,A0A0P4WIK6|A0A0P4WIK6_SCYOL,71.81,6,0,0,3,0,0,3,0,3,0,3,3,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,76507,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1814,3294,A0A5B7CUE0|A0A5B7CUE0_PORTR,71.81,8,0,0,4,0,0,4,0,4,0,4,4,0,,,0,,,5.89E+02,,1.39E+02,,0,7.18E+02,,2,2,0,0,1,0,0,2,0,1,0,1,5,0,,51339,Cytoplasmic dynein 1 intermediate chain 2 OS=Portunus trituberculatus OX=210409 GN=DYNC1I2 PE=4 SV=1
1497,33019,A0A444T1Y9|A0A444T1Y9_ARMVU,71.74,9,4,9,4,4,4,4,4,0,4,4,9,4,9.50E+01,5.96E+02,8.26E+02,3.90E+02,6.38E+02,7.06E+02,3.88E+02,,5.79E+02,2.55E+02,7.20E+02,4.04E+02,2,2,1,2,1,3,1,2,2,0,1,3,2,1,,40472,GDP-D-mannose dehydratase OS=Armadillidium vulgare OX=13347 GN=Avbf_10018 PE=3 SV=1
1497,33103,A0A5N5SVD9|A0A5N5SVD9_9CRUS,71.74,9,4,9,4,4,4,4,4,0,4,4,9,4,9.50E+01,5.96E+02,8.26E+02,3.90E+02,6.38E+02,7.06E+02,3.88E+02,,5.79E+02,2.55E+02,7.20E+02,4.04E+02,2,2,1,2,1,3,1,2,2,0,1,3,2,1,,40540,GDP-D-mannose dehydratase OS=Armadillidium nasatum OX=96803 GN=Gmds PE=3 SV=1
2100,10626,A0A0P4WGL1|A0A0P4WGL1_SCYOL,71.73,12,7,0,5,0,0,7,0,0,0,5,0,0,5.81E+02,,1.03E+03,,,2.86E+02,,,,3.02E+02,,,2,2,2,0,1,0,0,1,0,0,0,1,0,0,Carbamidomethylation,20907,Vacuolar protein sorting-associated protein 29 OS=Scylla olivacea OX=85551 PE=3 SV=1
1832,29894,A0A423TCR7|A0A423TCR7_PENVA,71.69,5,5,0,2,0,0,2,0,0,0,2,2,0,3.68E+02,,5.52E+02,,,5.76E+02,,,,2.79E+02,5.09E+02,,2,2,2,0,1,0,0,1,0,0,0,2,3,0,Carbamidomethylation,67274,Electron transfer flavoprotein-ubiquinone oxidoreductase OS=Penaeus vannamei OX=6689 GN=C7M84_007293 PE=4 SV=1
1404,3475,A0A0P4WH32|A0A0P4WH32_SCYOL,71.55,14,14,14,14,14,14,14,11,14,14,14,14,14,2.04E+03,2.01E+03,2.83E+03,2.89E+03,2.01E+03,4.32E+03,1.62E+03,1.56E+03,1.51E+03,4.28E+02,2.65E+03,1.92E+03,2,2,2,1,1,3,5,3,1,1,1,1,1,3,,13667,Cytochrome b-c1 complex subunit 7 OS=Scylla olivacea OX=85551 PE=3 SV=1
1985,1407,A0A0P4W580|A0A0P4W580_SCYOL,71.48,5,3,2,0,0,0,3,0,0,0,0,3,0,3.42E+02,9.35E+02,,,,6.16E+02,,,,,4.51E+02,,2,2,2,1,0,0,0,2,0,0,0,0,1,0,Carbamidomethylation,64004,Eukaryotic translation initiation factor 3 subunit D OS=Scylla olivacea OX=85551 PE=3 SV=1
1985,30634,A0A4Y6A737|A0A4Y6A737_PROCL,71.48,6,3,2,0,0,0,3,0,0,0,0,3,0,3.42E+02,9.35E+02,,,,6.16E+02,,,,,4.51E+02,,2,2,2,1,0,0,0,2,0,0,0,0,1,0,Carbamidomethylation,51442,Eukaryotic translation initiation factor 3 subunit p66 (Fragment) OS=Procambarus clarkii OX=6728 GN=Eif3 PE=2 SV=1
1582,2634,A0A0P4WHY9|A0A0P4WHY9_SCYOL,71.32,12,6,6,12,0,6,12,6,0,0,6,6,6,1.32E+03,3.03E+02,1.97E+03,,7.52E+02,1.84E+03,4.08E+02,,,6.09E+02,1.59E+03,6.91E+02,2,2,2,2,3,0,1,2,2,0,0,1,2,1,,24421,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1260,30641,A0A8F2F3T5|A0A8F2F3T5_PROCL,71.32,12,12,7,7,7,7,7,0,7,0,7,7,7,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,23040,Small GTPase Rab5 OS=Procambarus clarkii OX=6728 GN=Rab5 PE=2 SV=1
1260,30679,A0A423SFL4|A0A423SFL4_PENVA,71.32,14,14,8,8,8,8,8,0,8,0,8,8,8,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,20134,Rab GTPase OS=Penaeus vannamei OX=6689 GN=C7M84_019141 PE=4 SV=1
1260,30826,A0A0B4UBA7|A0A0B4UBA7_MACRS,71.32,12,12,7,7,7,7,7,0,7,0,7,7,7,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,22880,Rab5C OS=Macrobrachium rosenbergii OX=79674 PE=2 SV=1
1260,30829,A0A2Z2D7X0|A0A2Z2D7X0_PENMO,71.32,12,12,7,7,7,7,7,0,7,0,7,7,7,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,22970,Small GTPase Rab5 OS=Penaeus monodon OX=6687 PE=2 SV=1
1260,30830,I3QHX7|I3QHX7_PENVA,71.32,12,12,7,7,7,7,7,0,7,0,7,7,7,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,22970,Rab GTPase OS=Penaeus vannamei OX=6689 GN=Rab5B PE=2 SV=1
1260,31259,A0A3R7QMV3|A0A3R7QMV3_PENVA,71.32,12,12,7,7,7,7,7,0,7,0,7,7,7,4.20E+03,6.74E+03,7.77E+03,1.39E+04,4.63E+03,4.06E+03,,1.83E+03,,1.38E+03,3.67E+03,4.25E+03,2,2,3,2,3,3,2,4,0,2,0,3,3,5,,22483,Rab GTPase (Fragment) OS=Penaeus vannamei OX=6689 GN=C7M84_009050 PE=4 SV=1
1682,1963,A0A6G6BZS8|A0A6G6BZS8_ERISI,71.29,5,3,3,3,0,0,3,0,0,5,3,3,0,5.74E+02,9.46E+02,2.32E+03,,,1.17E+03,,,1.81E+03,1.35E+03,8.44E+02,,2,2,1,2,2,0,0,2,0,0,2,1,3,0,,59308,Matrix metalloproteinase 14 OS=Eriocheir sinensis OX=95602 PE=2 SV=1
1704,2493,A0A5B7DHY8|A0A5B7DHY8_PORTR,71.23,5,3,3,3,3,5,3,3,0,0,3,0,3,8.33E+02,3.33E+02,5.81E+02,2.86E+03,4.01E+03,6.06E+02,3.39E+03,,,5.02E+03,,7.11E+02,2,2,1,1,1,1,3,1,1,0,0,2,0,1,,42142,NSFL1 cofactor p47 OS=Portunus trituberculatus OX=210409 GN=NSFL1C PE=4 SV=1
1700,1590,A0A0P4W7F8|A0A0P4W7F8_SCYOL,71.23,11,11,0,9,0,0,0,0,9,0,0,9,0,2.40E+03,,1.45E+03,,,,,4.68E+03,,,6.57E+02,,2,2,4,0,2,0,0,0,0,4,0,0,2,0,Deamidation (NQ),42433,PPM-type phosphatase domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1700,3189,D2DSI6|D2DSI6_SCYPA,71.23,20,20,0,16,0,0,0,0,16,0,0,16,0,2.40E+03,,1.45E+03,,,,,4.68E+03,,,6.57E+02,,2,2,4,0,2,0,0,0,0,4,0,0,2,0,Deamidation (NQ),22641,Phosphatase 2C beta (Fragment) OS=Scylla paramamosain OX=85552 PE=2 SV=1
1700,4205,A0A5B7F813|A0A5B7F813_PORTR,71.23,43,43,0,33,0,0,0,0,33,0,0,33,0,2.40E+03,,1.45E+03,,,,,4.68E+03,,,6.57E+02,,2,2,4,0,2,0,0,0,0,4,0,0,2,0,Deamidation (NQ),10932,Protein phosphatase 1B OS=Portunus trituberculatus OX=210409 GN=Ppm1b PE=4 SV=1
1409,2755,A0A0N7ZDB8|A0A0N7ZDB8_SCYOL,71.11,4,0,0,1,1,1,0,1,0,0,1,4,4,,,1.25E+03,1.01E+03,7.46E+02,,1.35E+03,,,1.06E+03,6.01E+02,7.66E+02,2,2,0,0,2,4,4,0,1,0,0,4,4,4,,89575,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1409,2762,A0A0P4WGX3|A0A0P4WGX3_SCYOL,71.11,4,0,0,1,1,1,0,1,0,0,1,4,4,,,1.25E+03,1.01E+03,7.46E+02,,1.35E+03,,,1.06E+03,6.01E+02,7.66E+02,2,2,0,0,2,4,4,0,1,0,0,4,4,4,,75108,MI domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1409,2759,A0A0P4WKK6|A0A0P4WKK6_SCYOL,71.11,4,0,0,1,1,1,0,1,0,0,1,4,4,,,1.25E+03,1.01E+03,7.46E+02,,1.35E+03,,,1.06E+03,6.01E+02,7.66E+02,2,2,0,0,2,4,4,0,1,0,0,4,4,4,,89039,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1409,2444,A0A3S6C2J5|A0A3S6C2J5_ERISI,71.11,4,0,0,1,1,1,0,1,0,0,1,4,4,,,1.25E+03,1.01E+03,7.46E+02,,1.35E+03,,,1.06E+03,6.01E+02,7.66E+02,2,2,0,0,2,4,4,0,1,0,0,4,4,4,,89605,Eukaryotic translation initiation factor 4 gamma OS=Eriocheir sinensis OX=95602 GN=IF4G PE=2 SV=1
1409,32929,A0A286RXP7|A0A286RXP7_PROCL,71.11,3,0,0,1,1,1,0,1,0,0,1,3,3,,,1.25E+03,1.01E+03,7.46E+02,,1.35E+03,,,1.06E+03,6.01E+02,7.66E+02,2,2,0,0,2,4,4,0,1,0,0,4,4,4,,102991,Eukaryotic translation initiation factor 4 gamma (Fragment) OS=Procambarus clarkii OX=6728 PE=2 SV=1
1893,2545,A0A0P4WH23|A0A0P4WH23_SCYOL,71.09,11,0,0,0,11,0,6,11,0,0,0,0,0,,,,6.14E+02,,3.42E+02,2.60E+03,,,,,,2,2,0,0,0,2,0,1,5,0,0,0,0,0,,34785,CUE domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1688,10563,A0A5B7KBA4|A0A5B7KBA4_PORTR,71.06,17,11,11,11,0,0,17,0,11,0,11,11,0,1.45E+03,6.59E+02,3.30E+03,,,4.81E+03,,8.22E+02,,1.43E+03,3.74E+03,,2,2,3,1,1,0,0,4,0,1,0,1,2,0,,11330,Guanine nucleotide-binding protein subunit gamma-e OS=Portunus trituberculatus OX=210409 GN=E2C01_099555 PE=4 SV=1
1547,2151,A0A0P4W8V4|A0A0P4W8V4_SCYOL,70.96,7,2,2,7,7,4,4,0,0,7,2,0,4,1.28E+03,6.18E+02,2.92E+03,9.17E+02,3.94E+02,1.21E+03,,,1.59E+03,1.57E+03,,4.19E+02,2,2,1,1,2,3,3,3,0,0,2,1,0,1,,56455,Dynein light intermediate chain OS=Scylla olivacea OX=85551 PE=3 SV=1
1273,2464,A0A0P4WM13|A0A0P4WM13_SCYOL,70.85,7,4,4,4,0,7,4,0,4,3,4,0,0,8.44E+02,1.26E+03,1.32E+03,,1.86E+03,1.09E+03,,5.60E+02,6.78E+02,6.92E+02,,,2,2,3,6,6,0,4,2,0,2,1,5,0,0,,45330,Deacetylase sirtuin-type domain-containing protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1273,3448,A0A5B7D878|A0A5B7D878_PORTR,70.85,10,6,6,6,0,10,6,0,6,4,6,0,0,8.44E+02,1.26E+03,1.32E+03,,1.86E+03,1.09E+03,,5.60E+02,6.78E+02,6.92E+02,,,2,2,3,6,6,0,4,2,0,2,1,5,0,0,,31636,NAD-dependent protein deacetylase sirtuin-2 OS=Portunus trituberculatus OX=210409 GN=sirt2_1 PE=4 SV=1
1827,1658,A0A0P4WZ00|A0A0P4WZ00_SCYOL,70.76,6,0,4,4,2,0,0,2,0,0,0,0,0,,3.67E+03,1.07E+04,7.22E+02,,,1.89E+03,,,,,,2,2,0,2,2,3,0,0,2,0,0,0,0,0,Carbamidomethylation,84612,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1827,1659,A0A0P4WR01|A0A0P4WR01_SCYOL,70.76,6,0,4,4,2,0,0,2,0,0,0,0,0,,3.67E+03,1.07E+04,7.22E+02,,,1.89E+03,,,,,,2,2,0,2,2,3,0,0,2,0,0,0,0,0,Carbamidomethylation,86197,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=4 SV=1
1588,39977,A0A0A7ES46|A0A0A7ES46_NEODE,70.75,10,10,9,10,9,9,0,9,0,9,10,0,9,3.35E+02,8.12E+02,4.66E+03,4.38E+03,2.35E+03,,2.57E+03,,5.03E+03,2.10E+03,,1.98E+03,2,2,1,1,3,1,1,0,1,0,3,4,0,1,,13107,Chd64 (Fragment) OS=Neocaridina denticulata OX=274642 GN=Chd64 PE=2 SV=1
1645,33050,A0A6A4WD33|A0A6A4WD33_AMPAM,70.7,4,2,0,2,2,4,2,2,0,2,0,0,2,1.50E+02,,3.23E+02,2.27E+02,7.17E+02,2.82E+02,3.47E+02,,5.69E+02,,,3.20E+02,2,2,1,0,1,1,3,3,1,0,2,0,0,2,,81274,1 4-alpha-glucan branching enzyme OS=Amphibalanus amphitrite OX=1232801 GN=Gbe1 PE=3 SV=1
1914,2281,A0A0P4WH48|A0A0P4WH48_SCYOL,70.5,19,0,0,0,0,0,19,0,5,0,5,19,0,,,,,,4.36E+03,,1.20E+03,,5.17E+02,4.95E+03,,2,2,0,0,0,0,0,3,0,2,0,1,2,0,,24203,Abhydrolase_2 domain-containing protein OS=Scylla olivacea OX=85551 PE=3 SV=1
1455,32040,A0A3R7QF82|A0A3R7QF82_PENVA,70.37,7,3,3,3,3,3,3,7,3,3,3,3,3,1.26E+03,1.36E+03,2.29E+03,1.21E+03,8.91E+02,2.25E+03,1.36E+03,5.38E+02,7.77E+02,6.04E+02,1.99E+03,3.35E+02,2,2,2,2,1,1,2,2,4,2,1,1,1,2,Carbamidomethylation,46547,Lissencephaly-1 homolog OS=Penaeus vannamei OX=6689 GN=C7M84_004457 PE=3 SV=1
1455,32098,A0A423TKF3|A0A423TKF3_PENVA,70.37,8,3,3,3,3,3,3,8,3,3,3,3,3,1.26E+03,1.36E+03,2.29E+03,1.21E+03,8.91E+02,2.25E+03,1.36E+03,5.38E+02,7.77E+02,6.04E+02,1.99E+03,3.35E+02,2,2,2,2,1,1,2,2,4,2,1,1,1,2,Carbamidomethylation,43504,Lissencephaly-1 homolog OS=Penaeus vannamei OX=6689 GN=C7M84_004458 PE=3 SV=1
1636,1706,A0A0P4VY18|A0A0P4VY18_SCYOL,70.1,7,5,0,7,0,0,7,0,5,0,5,7,0,1.09E+03,,4.70E+03,,,1.84E+03,,1.94E+03,,1.61E+03,5.39E+03,,2,2,2,0,3,0,0,2,0,1,0,2,4,0,Oxidation (M),60139,Tyrosine-protein kinase OS=Scylla olivacea OX=85551 PE=3 SV=1
1726,6945,A0A0P4WBW5|A0A0P4WBW5_SCYOL,70.01,11,11,9,0,0,0,11,0,11,0,11,11,11,2.72E+03,2.73E+03,,,,2.39E+03,,2.27E+03,,1.46E+03,5.05E+03,9.48E+02,2,2,1,2,0,0,0,1,0,2,0,1,3,2,,11539,Cytochrome c oxidase subunit OS=Scylla olivacea OX=85551 PE=3 SV=1
1726,16429,A0A5B7G828|A0A5B7G828_PORTR,70.01,16,16,13,0,0,0,16,0,16,0,16,16,16,2.72E+03,2.73E+03,,,,2.39E+03,,2.27E+03,,1.46E+03,5.05E+03,9.48E+02,2,2,1,2,0,0,0,1,0,2,0,1,3,2,,7714,Cytochrome c oxidase subunit OS=Portunus trituberculatus OX=210409 GN=COX6A PE=3 SV=1
1726,51982,A0A5N5TIT0|A0A5N5TIT0_9CRUS,70.01,15,15,12,0,0,0,15,0,15,0,15,15,15,2.72E+03,2.73E+03,,,,2.39E+03,,2.27E+03,,1.46E+03,5.05E+03,9.48E+02,2,2,1,2,0,0,0,1,0,2,0,1,3,2,,8485,Cytochrome c oxidase subunit OS=Armadillidium nasatum OX=96803 GN=COX6A1 PE=3 SV=1
1726,51984,A0A444TLW6|A0A444TLW6_ARMVU,70.01,10,10,8,0,0,0,10,0,10,0,10,10,10,2.72E+03,2.73E+03,,,,2.39E+03,,2.27E+03,,1.46E+03,5.05E+03,9.48E+02,2,2,1,2,0,0,0,1,0,2,0,1,3,2,,12375,Cytochrome c oxidase subunit OS=Armadillidium vulgare OX=13347 GN=Avbf_10899 PE=3 SV=1
1895,10850,A0A5B7ICY6|A0A5B7ICY6_PORTR,69.93,14,14,0,0,13,0,0,13,0,0,0,0,0,1.28E+03,,,1.18E+03,,,1.16E+03,,,,,,2,2,2,0,0,5,0,0,1,0,0,0,0,0,,14054,Alanine aminotransferase 2-like OS=Portunus trituberculatus OX=210409 GN=gpt2l_0 PE=4 SV=1
1742,33080,A0A0K2TLH2|A0A0K2TLH2_LEPSM,69.85,8,0,0,0,0,0,8,0,8,0,0,8,0,,,,,,2.46E+03,,3.05E+03,,,5.68E+03,,2,2,0,0,0,0,0,2,0,3,0,0,6,0,,34601,ETF domain-containing protein (Fragment) OS=Lepeophtheirus salmonis OX=72036 PE=3 SV=1
1742,33081,C1BVD7|C1BVD7_LEPSM,69.85,8,0,0,0,0,0,8,0,8,0,0,8,0,,,,,,2.46E+03,,3.05E+03,,,5.68E+03,,2,2,0,0,0,0,0,2,0,3,0,0,6,0,,35682,Electron transfer flavoprotein subunit alpha OS=Lepeophtheirus salmonis OX=72036 GN=ETFA PE=2 SV=1
1742,33157,A0A7R8CTL1|A0A7R8CTL1_LEPSM,69.85,8,0,0,0,0,0,8,0,8,0,0,8,0,,,,,,2.46E+03,,3.05E+03,,,5.68E+03,,2,2,0,0,0,0,0,2,0,3,0,0,6,0,,34038,Electron transfer flavoprotein subunit alpha OS=Lepeophtheirus salmonis OX=72036 GN=LSAA_9155 PE=3 SV=1
1742,33266,C1C226|C1C226_CALCM,69.85,8,0,0,0,0,0,8,0,8,0,0,8,0,,,,,,2.46E+03,,3.05E+03,,,5.68E+03,,2,2,0,0,0,0,0,2,0,3,0,0,6,0,,34699,Electron transfer flavoprotein subunit alpha OS=Caligus clemensi OX=344056 GN=ETFA PE=2 SV=1
1742,34235,C1C325|C1C325_CALCM,69.85,8,0,0,0,0,0,8,0,8,0,0,8,0,,,,,,2.46E+03,,3.05E+03,,,5.68E+03,,2,2,0,0,0,0,0,2,0,3,0,0,6,0,,35128,Electron transfer flavoprotein subunit alpha OS=Caligus clemensi OX=344056 GN=ETFA PE=2 SV=1
1977,34655,A0A6A4WJ98|A0A6A4WJ98_AMPAM,69.77,3,3,3,3,0,0,3,0,3,0,3,3,0,8.94E+02,2.52E+02,1.37E+02,,,7.78E+02,,7.01E+02,,1.50E+03,1.43E+03,,2,2,1,1,1,0,0,1,0,1,0,1,1,0,Carbamidomethylation,59739,Paxillin OS=Amphibalanus amphitrite OX=1232801 GN=PXN_0 PE=4 SV=1
1289,2032,A0A5B7CR09|A0A5B7CR09_PORTR,69.74,16,16,16,16,6,6,16,6,0,16,16,16,6,2.46E+03,2.86E+03,3.31E+03,2.27E+03,1.96E+03,2.25E+03,6.78E+03,,1.96E+03,2.90E+03,1.91E+03,7.94E+02,2,2,2,3,5,1,2,3,2,0,3,4,2,1,Carbamidomethylation,20280,60S ribosomal protein L9 OS=Portunus trituberculatus OX=210409 GN=RpL9 PE=3 SV=1
1683,2684,A0A0P4WKN7|A0A0P4WKN7_SCYOL,69.71,5,0,0,2,0,0,3,0,0,0,0,3,0,,,4.55E+02,,,3.40E+02,,,,,1.82E+03,,2,2,0,0,1,0,0,9,0,0,0,0,3,0,,66809,Uncharacterized protein OS=Scylla olivacea OX=85551 PE=3 SV=1
